Geneid	WT1	WT2	WT3	WT4	KO1	KO2	KO3	KO4
ENSMUSG00000031132.1	0	0	0	0	0	0	0	0
ENSMUSG00000031133.12	594	193	501	188	621	205	334	330
ENSMUSG00000031134.16	268	80	136	181	420	315	470	972
ENSMUSG00000065110.4	0	0	0	0	0	0	0	0
ENSMUSG00000079584.2	0	0	0	0	0	0	0	0
ENSMUSG00000036357.5	0	0	0	0	0	0	0	0
ENSMUSG00000081100.1	1	1	2	2	2	0	0	5
ENSMUSG00000081896.1	0	2	1	0	2	0	5	4
ENSMUSG00000084103.1	0	0	0	0	0	0	0	0
ENSMUSG00000080710.1	0	0	0	0	0	0	0	0
ENSMUSG00000084394.1	0	0	0	0	0	0	0	0
ENSMUSG00000083821.1	0	0	0	0	0	0	0	0
ENSMUSG00000093905.1	0	0	0	0	0	0	0	0
ENSMUSG00000067860.11	0	0	0	0	0	0	0	0
ENSMUSG00000081837.1	0	0	0	0	0	0	0	0
ENSMUSG00000084044.1	0	0	0	0	0	0	0	0
ENSMUSG00000064728.1	0	0	0	0	0	0	0	0
ENSMUSG00000084305.1	0	0	0	0	0	0	0	0
ENSMUSG00000081373.1	7	0	10	16	6	5	8	27
ENSMUSG00000083982.1	3	1	1	0	0	0	0	5
ENSMUSG00000083843.1	0	0	0	0	0	0	0	0
ENSMUSG00000105997.1	0	0	0	0	0	0	0	0
ENSMUSG00000046180.11	0	0	0	69	0	1	0	0
ENSMUSG00000031137.17	0	0	0	0	0	24	1	0
ENSMUSG00000088157.1	0	0	0	0	0	0	0	0
ENSMUSG00000070110.2	0	0	0	0	0	0	0	0
ENSMUSG00000088647.1	0	0	0	0	0	0	0	0
ENSMUSG00000081209.1	0	0	0	0	0	0	0	0
ENSMUSG00000105367.1	0	0	0	0	0	0	0	0
ENSMUSG00000105409.1	0	0	0	0	0	0	0	0
ENSMUSG00000083366.1	0	0	0	0	0	0	0	0
ENSMUSG00000031138.4	0	0	0	0	0	0	0	0
ENSMUSG00000046993.6	25	3	48	16	22	17	58	66
ENSMUSG00000081341.1	0	0	0	0	0	0	0	0
ENSMUSG00000031139.16	0	21	46	0	0	0	0	0
ENSMUSG00000062949.13	49	266	8	0	117	3	45	16
ENSMUSG00000094896.1	0	0	0	0	0	0	0	0
ENSMUSG00000070081.2	0	0	0	0	0	0	0	0
ENSMUSG00000079583.9	0	0	0	0	0	0	0	0
ENSMUSG00000082226.3	0	0	0	0	0	0	0	0
ENSMUSG00000067835.4	0	0	0	0	0	0	0	0
ENSMUSG00000081729.1	0	0	0	0	0	0	0	0
ENSMUSG00000086562.1	0	0	0	0	0	0	0	0
ENSMUSG00000083463.1	0	0	0	0	0	0	0	0
ENSMUSG00000084331.1	0	0	0	0	0	0	0	0
ENSMUSG00000081891.1	0	0	0	0	0	0	0	0
ENSMUSG00000045179.9	0	0	0	0	0	0	0	0
ENSMUSG00000087565.1	0	0	0	0	0	0	0	0
ENSMUSG00000086577.1	0	0	0	0	0	0	0	0
ENSMUSG00000081323.1	0	0	2	1	0	0	1	0
ENSMUSG00000087401.1	0	0	0	0	0	0	0	0
ENSMUSG00000083543.1	0	0	0	0	0	0	0	0
ENSMUSG00000071753.13	0	0	0	0	0	0	0	0
ENSMUSG00000118604.1	0	0	0	0	0	0	0	0
ENSMUSG00000080555.2	0	0	0	0	0	0	0	0
ENSMUSG00000090546.2	0	0	0	0	0	0	0	0
ENSMUSG00000118608.1	0	0	0	0	0	0	0	0
ENSMUSG00000082092.1	0	0	0	0	0	0	0	0
ENSMUSG00000083343.1	0	0	0	0	0	0	0	0
ENSMUSG00000080910.1	0	0	0	0	0	0	0	0
ENSMUSG00000083158.1	0	0	0	0	0	0	0	0
ENSMUSG00000057615.5	0	0	0	0	0	0	0	0
ENSMUSG00000050900.5	4	4	11	9	10	15	11	26
ENSMUSG00000082467.1	0	3	0	1	2	0	6	4
ENSMUSG00000096222.1	0	0	0	0	0	0	0	0
ENSMUSG00000081409.1	0	0	0	0	0	0	0	0
ENSMUSG00000083617.1	0	0	0	0	0	0	0	0
ENSMUSG00000082168.1	0	0	0	0	0	0	0	0
ENSMUSG00000083576.1	0	0	0	0	0	0	0	0
ENSMUSG00000045330.8	0	0	0	0	0	0	0	0
ENSMUSG00000082125.1	0	0	0	0	0	0	0	0
ENSMUSG00000031194.1	0	0	0	0	0	0	0	0
ENSMUSG00000085757.7	0	0	0	0	0	0	0	0
ENSMUSG00000081001.1	0	0	0	0	0	0	0	0
ENSMUSG00000081765.1	0	0	0	0	0	0	0	0
ENSMUSG00000081752.3	1	2	6	4	1	2	4	6
ENSMUSG00000082620.1	0	0	0	0	0	0	0	0
ENSMUSG00000082965.1	0	0	0	0	0	0	0	0
ENSMUSG00000081269.1	0	0	0	0	0	0	0	0
ENSMUSG00000084396.1	0	0	0	0	0	0	0	0
ENSMUSG00000083346.3	0	0	0	0	0	0	0	0
ENSMUSG00000079579.3	0	0	0	0	0	0	0	0
ENSMUSG00000031179.14	0	0	0	0	0	0	0	0
ENSMUSG00000046699.14	0	0	0	0	0	0	0	0
ENSMUSG00000084459.1	0	0	0	0	0	0	0	0
ENSMUSG00000082269.1	0	0	0	0	0	0	0	0
ENSMUSG00000065903.1	0	0	0	0	0	0	0	0
ENSMUSG00000083084.1	0	0	0	0	0	0	0	0
ENSMUSG00000081514.2	0	0	0	0	0	0	0	0
ENSMUSG00000031181.2	0	0	0	0	0	0	0	0
ENSMUSG00000080828.1	0	0	0	0	0	0	0	0
ENSMUSG00000083074.1	0	0	0	0	0	0	0	0
ENSMUSG00000083243.1	0	0	0	0	0	0	0	0
ENSMUSG00000083570.1	0	0	0	0	0	0	0	0
ENSMUSG00000082863.1	0	0	0	0	0	0	0	0
ENSMUSG00000031182.2	0	0	0	0	0	0	0	0
ENSMUSG00000089398.1	0	0	0	0	0	0	0	0
ENSMUSG00000036790.5	0	0	0	0	0	0	0	0
ENSMUSG00000087708.1	0	0	0	0	0	0	0	0
ENSMUSG00000084074.1	0	0	0	0	0	0	0	0
ENSMUSG00000077127.1	0	0	0	0	0	0	0	0
ENSMUSG00000094184.1	0	0	0	0	0	0	0	0
ENSMUSG00000081603.1	19	25	31	23	70	14	42	54
ENSMUSG00000077092.1	0	0	0	0	0	0	0	0
ENSMUSG00000078017.1	0	0	0	0	0	0	0	0
ENSMUSG00000078024.1	0	0	0	0	0	0	0	0
ENSMUSG00000070104.1	0	0	0	0	0	0	0	0
ENSMUSG00000077119.1	0	0	0	0	0	0	0	0
ENSMUSG00000070078.1	0	0	0	0	0	0	0	0
ENSMUSG00000078002.1	0	0	0	0	0	0	0	0
ENSMUSG00000077872.1	0	0	0	0	0	0	0	0
ENSMUSG00000078038.1	0	0	0	0	0	0	0	0
ENSMUSG00000096628.1	0	0	0	0	0	0	0	0
ENSMUSG00000070073.1	0	0	0	0	0	0	0	0
ENSMUSG00000106642.1	0	0	0	0	0	0	0	0
ENSMUSG00000095782.1	0	0	0	0	0	0	0	0
ENSMUSG00000094894.1	0	0	0	0	0	0	0	0
ENSMUSG00000095006.1	0	0	0	0	0	0	0	0
ENSMUSG00000096504.1	0	0	0	0	0	0	0	0
ENSMUSG00000070071.1	0	0	0	0	0	0	0	0
ENSMUSG00000080795.1	0	0	0	0	0	0	2	0
ENSMUSG00000081442.1	0	0	0	0	0	0	0	0
ENSMUSG00000081598.1	0	0	0	0	0	0	0	0
ENSMUSG00000086185.1	0	0	0	0	0	0	0	0
ENSMUSG00000087724.1	0	0	0	0	0	0	0	0
ENSMUSG00000083010.1	0	0	0	0	0	0	0	0
ENSMUSG00000079578.1	0	0	0	0	0	0	0	0
ENSMUSG00000079577.1	0	0	0	0	0	0	0	0
ENSMUSG00000082621.1	0	0	0	0	0	0	0	0
ENSMUSG00000025288.1	0	0	0	0	0	0	0	0
ENSMUSG00000065404.1	0	0	0	0	0	0	0	0
ENSMUSG00000076005.1	0	0	0	0	0	0	0	0
ENSMUSG00000083709.1	0	0	0	0	0	0	0	0
ENSMUSG00000106233.1	0	0	0	0	0	0	0	0
ENSMUSG00000082202.3	0	0	0	0	0	0	0	0
ENSMUSG00000083912.1	2	0	0	0	4	1	2	1
ENSMUSG00000082794.1	0	0	0	0	0	0	0	0
ENSMUSG00000088697.1	0	0	0	0	0	0	0	0
ENSMUSG00000082162.1	0	0	0	0	0	0	0	0
ENSMUSG00000081084.1	2	0	0	0	0	1	0	2
ENSMUSG00000099108.1	0	0	0	0	0	0	0	0
ENSMUSG00000098736.1	0	0	0	0	0	0	0	0
ENSMUSG00000000838.17	119	372	46	22	309	63	49	267
ENSMUSG00000089177.1	0	0	0	0	0	0	0	0
ENSMUSG00000062170.12	0	0	0	0	0	0	0	0
ENSMUSG00000083046.1	0	0	0	0	0	0	1	4
ENSMUSG00000071748.2	3	9	15	7	7	10	10	5
ENSMUSG00000056815.1	0	0	0	0	0	0	0	0
ENSMUSG00000082228.1	0	0	0	0	0	0	0	0
ENSMUSG00000065689.1	0	0	0	0	0	0	0	0
ENSMUSG00000086676.2	0	0	0	0	0	0	0	0
ENSMUSG00000031189.12	0	0	0	0	0	0	0	0
ENSMUSG00000082926.3	213	292	267	162	248	115	345	505
ENSMUSG00000100511.1	0	0	0	0	0	0	0	0
ENSMUSG00000059690.1	0	0	0	0	0	0	0	0
ENSMUSG00000035847.15	0	0	0	0	153	0	0	0
ENSMUSG00000045237.5	274	845	289	310	264	222	475	138
ENSMUSG00000073141.8	0	0	0	0	0	0	0	0
ENSMUSG00000081199.3	0	0	0	0	0	0	0	0
ENSMUSG00000082538.1	0	0	0	0	0	0	0	0
ENSMUSG00000084193.1	2	0	5	0	2	0	6	9
ENSMUSG00000086989.3	0	0	0	0	0	0	0	0
ENSMUSG00000082770.1	0	0	0	0	0	0	0	0
ENSMUSG00000082713.1	0	0	0	0	0	0	0	0
ENSMUSG00000073139.9	214	4	56	108	215	57	435	531
ENSMUSG00000083747.1	0	0	0	0	0	0	0	0
ENSMUSG00000083784.1	0	0	0	0	0	0	0	0
ENSMUSG00000087325.3	0	0	0	0	0	0	0	0
ENSMUSG00000082336.1	7	0	10	11	19	6	9	25
ENSMUSG00000080843.1	0	0	0	0	0	0	0	0
ENSMUSG00000083119.1	0	0	0	0	0	0	0	0
ENSMUSG00000082652.1	0	0	0	0	0	0	0	0
ENSMUSG00000082083.2	0	0	0	0	0	0	0	0
ENSMUSG00000081464.1	0	0	0	0	0	0	0	0
ENSMUSG00000082822.1	0	0	0	0	0	0	0	0
ENSMUSG00000084185.1	5	5	2	3	1	1	4	4
ENSMUSG00000077275.1	0	0	0	0	0	0	0	0
ENSMUSG00000083406.1	0	0	0	0	0	0	0	0
ENSMUSG00000080938.1	5	4	8	4	2	3	6	15
ENSMUSG00000059401.14	0	0	0	0	0	0	0	0
ENSMUSG00000077309.1	0	0	0	0	0	0	0	0
ENSMUSG00000082262.1	0	0	0	0	0	0	0	0
ENSMUSG00000031337.16	0	56	58	0	0	0	16	99
ENSMUSG00000015214.14	0	6	181	71	181	18	4	16
ENSMUSG00000035776.14	102	53	1	196	181	25	116	297
ENSMUSG00000085284.1	0	0	0	0	0	0	0	0
ENSMUSG00000084114.1	0	0	0	0	0	0	0	0
ENSMUSG00000094123.1	0	0	0	0	0	0	0	0
ENSMUSG00000015217.11	709	867	841	766	2097	490	953	1985
ENSMUSG00000056380.13	0	0	0	0	0	0	0	0
ENSMUSG00000082337.1	0	0	0	0	0	0	0	0
ENSMUSG00000083411.3	19	62	86	55	83	28	69	89
ENSMUSG00000073131.12	2	156	160	79	305	59	89	305
ENSMUSG00000073130.10	0	0	0	0	0	0	0	0
ENSMUSG00000033361.13	0	0	0	0	0	0	0	0
ENSMUSG00000053593.10	0	0	0	0	0	0	0	0
ENSMUSG00000005864.7	0	0	0	0	0	0	0	0
ENSMUSG00000033343.1	0	0	0	0	0	0	0	0
ENSMUSG00000114356.1	0	0	0	0	0	0	0	0
ENSMUSG00000031340.8	40	32	45	0	3	0	0	1
ENSMUSG00000065542.1	0	0	0	0	0	0	0	0
ENSMUSG00000070138.1	0	0	0	0	0	0	0	0
ENSMUSG00000043453.5	0	0	0	0	0	0	0	0
ENSMUSG00000031343.13	0	0	0	0	0	0	0	0
ENSMUSG00000081471.1	0	0	0	0	0	0	0	0
ENSMUSG00000076455.1	0	0	0	0	0	0	0	0
ENSMUSG00000077847.1	0	0	0	0	0	0	0	0
ENSMUSG00000065199.1	0	0	0	0	0	0	0	0
ENSMUSG00000082657.1	0	0	0	0	0	0	0	0
ENSMUSG00000031344.11	0	0	0	0	0	0	0	0
ENSMUSG00000090089.3	0	0	0	0	0	0	0	0
ENSMUSG00000031347.12	302	559	408	143	576	279	297	434
ENSMUSG00000031349.4	124	6	195	0	0	1	61	12
ENSMUSG00000084944.1	0	0	0	0	0	0	0	0
ENSMUSG00000031351.15	0	0	0	0	0	0	0	0
ENSMUSG00000089357.1	0	0	0	0	0	0	0	0
ENSMUSG00000050424.9	0	0	0	0	0	0	0	0
ENSMUSG00000109025.1	0	0	0	0	0	0	0	0
ENSMUSG00000046287.7	0	0	0	0	0	0	0	0
ENSMUSG00000079845.8	33	1	53	32	0	13	0	8
ENSMUSG00000057836.12	0	2	0	0	0	0	3	2
ENSMUSG00000092255.1	0	0	0	0	0	0	0	0
ENSMUSG00000058328.13	0	0	0	0	0	0	0	0
ENSMUSG00000067771.9	0	0	0	0	0	0	0	0
ENSMUSG00000071745.1	0	0	0	0	0	0	0	0
ENSMUSG00000072479.10	0	0	0	0	0	0	0	0
ENSMUSG00000079566.1	0	0	0	0	0	0	0	0
ENSMUSG00000073125.10	1	194	80	2	122	3	77	192
ENSMUSG00000067768.12	2	5	38	14	15	19	49	125
ENSMUSG00000078317.6	260	4	150	2	121	99	102	170
ENSMUSG00000031362.17	19	0	73	1	0	0	0	1
ENSMUSG00000058147.1	0	4	0	0	1	0	1	2
ENSMUSG00000067764.11	0	0	0	0	0	0	0	0
ENSMUSG00000082629.3	0	0	0	0	0	0	0	0
ENSMUSG00000081253.1	0	0	0	0	0	0	0	0
ENSMUSG00000109368.1	0	0	0	0	0	0	0	0
ENSMUSG00000031365.13	58	160	179	32	5	75	122	175
ENSMUSG00000096966.2	0	0	0	0	0	0	0	0
ENSMUSG00000097110.1	0	0	0	0	0	0	0	0
ENSMUSG00000103141.1	0	0	0	0	0	0	0	0
ENSMUSG00000031374.13	1	237	1	0	0	0	2	0
ENSMUSG00000031372.7	0	0	0	0	0	0	0	0
ENSMUSG00000031371.14	719	9	525	68	319	230	418	787
ENSMUSG00000031375.17	43	3	39	114	0	1	265	150
ENSMUSG00000031376.15	0	0	0	0	0	0	0	0
ENSMUSG00000118463.1	0	0	0	0	0	0	0	0
ENSMUSG00000031383.8	0	0	0	0	0	0	0	0
ENSMUSG00000002012.13	2	6	194	0	170	48	1	1
ENSMUSG00000019558.14	0	0	0	0	0	0	0	0
ENSMUSG00000002015.5	1231	2505	2778	1202	1285	862	2259	2919
ENSMUSG00000031378.14	2	194	1	215	202	3	5	458
ENSMUSG00000088823.1	0	0	0	0	0	0	0	0
ENSMUSG00000031385.14	0	0	0	0	0	0	0	0
ENSMUSG00000002007.5	0	0	0	0	0	0	0	38
ENSMUSG00000002010.17	2675	768	3470	2012	3238	1528	2364	5078
ENSMUSG00000002014.12	1140	1689	1473	668	2373	597	1728	2815
ENSMUSG00000002006.12	27	0	0	0	0	0	0	0
ENSMUSG00000085669.1	0	0	0	0	0	0	0	0
ENSMUSG00000064536.1	0	0	0	0	0	0	0	0
ENSMUSG00000031391.18	0	0	0	0	0	0	0	0
ENSMUSG00000031389.17	196	3	483	117	375	4	81	863
ENSMUSG00000031390.8	15	0	0	0	0	8	0	1
ENSMUSG00000031388.14	746	253	458	389	846	372	806	409
ENSMUSG00000031387.14	244	9	521	149	44	14	48	371
ENSMUSG00000031386.14	479	297	490	153	1106	169	796	561
ENSMUSG00000080829.1	9	3	5	4	3	1	17	25
ENSMUSG00000031392.18	69	305	481	177	514	203	457	336
ENSMUSG00000092907.1	0	0	0	0	0	0	0	0
ENSMUSG00000076127.1	0	0	0	0	0	0	0	0
ENSMUSG00000031393.16	20	669	118	56	549	138	63	156
ENSMUSG00000031394.11	0	0	0	0	0	0	0	0
ENSMUSG00000081118.1	0	0	0	0	0	0	0	0
ENSMUSG00000062564.12	0	0	0	0	0	0	0	0
ENSMUSG00000084131.1	284	448	313	177	255	123	350	564
ENSMUSG00000031397.11	0	0	0	0	0	0	61	2
ENSMUSG00000031328.16	397	1480	419	432	1410	345	608	1292
ENSMUSG00000001964.14	218	459	203	80	24	23	24	153
ENSMUSG00000081375.1	0	0	0	0	0	0	0	0
ENSMUSG00000008682.13	5657	10755	7585	5179	12225	3971	9226	13019
ENSMUSG00000064981.1	0	0	0	0	0	0	0	0
ENSMUSG00000019088.14	0	0	0	70	0	0	0	0
ENSMUSG00000099226.1	0	0	0	0	0	0	0	0
ENSMUSG00000084271.1	0	0	0	0	0	0	0	0
ENSMUSG00000009995.17	244	46	1060	469	259	203	368	1537
ENSMUSG00000019087.13	261	629	951	338	547	181	1458	859
ENSMUSG00000015291.10	671	616	427	419	1251	326	897	888
ENSMUSG00000001962.8	232	105	282	118	6	189	244	288
ENSMUSG00000106409.1	0	0	0	0	0	0	1	0
ENSMUSG00000031398.13	251	96	283	47	0	8	2	1
ENSMUSG00000015289.4	434	386	121	271	639	240	558	566
ENSMUSG00000015290.15	442	130	981	395	1252	338	1225	1633
ENSMUSG00000032806.13	26	8	224	2	13	33	80	157
ENSMUSG00000031399.15	233	9	6	98	13	155	85	65
ENSMUSG00000004221.16	75	266	222	161	45	91	90	17
ENSMUSG00000031400.10	235	632	6	516	807	178	610	1059
ENSMUSG00000079536.1	0	0	0	0	0	0	0	0
ENSMUSG00000082707.1	0	0	0	0	0	0	0	0
ENSMUSG00000083283.3	9	0	4	2	13	4	24	18
ENSMUSG00000083768.1	0	0	0	0	0	0	0	0
ENSMUSG00000082447.1	0	0	0	0	0	0	0	0
ENSMUSG00000065291.1	0	0	0	0	0	0	0	0
ENSMUSG00000085066.2	0	0	0	0	0	0	0	0
ENSMUSG00000043715.12	0	0	0	0	0	0	0	0
ENSMUSG00000051706.3	0	0	0	0	0	0	0	0
ENSMUSG00000077462.1	0	0	0	0	0	0	0	0
ENSMUSG00000079534.1	0	0	0	0	0	0	0	0
ENSMUSG00000081804.1	0	0	0	0	0	0	0	0
ENSMUSG00000080072.2	0	0	0	0	0	0	0	0
ENSMUSG00000083847.1	0	0	0	0	0	0	0	0
ENSMUSG00000080777.1	17	6	9	10	12	4	18	26
ENSMUSG00000065859.2	0	0	0	0	0	0	0	0
ENSMUSG00000084066.1	0	0	0	1	0	0	0	0
ENSMUSG00000079532.1	0	0	0	0	0	0	0	0
ENSMUSG00000082288.1	0	0	0	0	0	0	0	0
ENSMUSG00000082427.2	0	0	0	0	0	0	0	0
ENSMUSG00000082910.1	0	0	0	0	0	0	0	0
ENSMUSG00000081814.1	0	0	0	0	0	0	0	0
ENSMUSG00000082170.1	0	0	0	0	0	0	0	0
ENSMUSG00000086081.4	0	0	0	0	0	0	0	0
ENSMUSG00000081612.1	0	0	0	0	0	0	0	0
ENSMUSG00000079531.1	0	0	0	0	0	0	0	0
ENSMUSG00000080822.1	0	0	0	0	0	0	0	0
ENSMUSG00000081832.1	0	0	0	0	0	0	0	0
ENSMUSG00000080193.2	0	0	0	0	0	0	0	0
ENSMUSG00000085877.4	0	0	0	0	0	0	0	0
ENSMUSG00000081940.1	0	0	0	0	0	0	0	0
ENSMUSG00000081357.1	0	0	1	0	0	0	0	3
ENSMUSG00000083981.4	0	0	0	0	0	0	0	0
ENSMUSG00000032750.13	121	1	1	0	1	0	0	213
ENSMUSG00000065935.1	0	0	0	0	0	0	0	0
ENSMUSG00000082873.1	0	0	0	0	0	0	0	0
ENSMUSG00000031403.14	709	664	2244	719	3421	703	1654	3006
ENSMUSG00000089014.1	0	0	0	0	0	4	0	0
ENSMUSG00000031402.12	76	27	328	226	610	264	529	862
ENSMUSG00000083416.1	0	0	0	0	0	0	0	0
ENSMUSG00000080254.4	0	0	0	0	0	0	2	1
ENSMUSG00000073094.9	0	0	0	0	0	0	0	0
ENSMUSG00000082244.1	0	1	0	1	1	3	4	5
ENSMUSG00000031196.13	0	0	1	1	1	33	1	125
ENSMUSG00000083736.1	0	0	0	0	0	0	0	2
ENSMUSG00000081633.1	0	0	0	0	0	0	0	1
ENSMUSG00000031198.4	310	514	600	72	989	174	377	581
ENSMUSG00000090110.8	0	29	12	8	32	3	19	65
ENSMUSG00000031200.16	0	0	0	0	4	7	1	3
ENSMUSG00000031201.17	411	1100	333	202	1130	186	399	902
ENSMUSG00000082208.1	0	0	0	0	0	0	0	0
ENSMUSG00000083093.2	0	0	0	0	0	0	0	0
ENSMUSG00000048709.6	1	1	5	5	2	7	0	8
ENSMUSG00000031197.11	181	357	477	151	766	193	280	471
ENSMUSG00000086573.1	0	0	0	0	0	0	0	0
ENSMUSG00000031202.5	0	0	0	0	0	0	0	0
ENSMUSG00000086937.1	0	0	0	0	0	0	0	0
ENSMUSG00000077406.1	0	0	0	0	0	0	0	0
ENSMUSG00000082551.1	0	0	0	0	0	0	0	0
ENSMUSG00000087396.7	123	165	0	3	1	0	0	24
ENSMUSG00000081996.1	0	0	0	0	2	0	40	2
ENSMUSG00000016382.15	1	1	0	181	141	3	80	133
ENSMUSG00000077650.1	0	0	0	0	0	0	0	0
ENSMUSG00000083544.1	0	0	0	0	0	0	0	0
ENSMUSG00000085598.1	0	0	0	0	0	0	0	0
ENSMUSG00000081106.1	0	0	0	0	0	0	0	0
ENSMUSG00000082755.1	15	28	13	12	26	9	32	41
ENSMUSG00000084831.1	0	0	0	0	0	0	0	0
ENSMUSG00000082827.3	0	0	0	0	0	0	0	0
ENSMUSG00000083566.1	0	0	0	0	0	0	0	0
ENSMUSG00000086104.1	0	0	0	0	0	0	0	0
ENSMUSG00000086207.1	0	0	0	0	0	0	0	0
ENSMUSG00000071738.4	0	0	0	0	0	0	0	0
ENSMUSG00000081061.1	0	0	0	0	0	0	0	0
ENSMUSG00000083333.3	0	0	0	0	0	0	0	0
ENSMUSG00000082444.1	0	0	0	0	0	0	0	0
ENSMUSG00000073085.2	0	0	0	0	0	0	0	0
ENSMUSG00000081175.3	0	0	0	0	0	0	0	0
ENSMUSG00000079525.1	0	0	0	0	0	0	0	0
ENSMUSG00000082824.1	0	0	0	0	0	0	0	0
ENSMUSG00000083810.1	0	0	0	0	0	0	0	0
ENSMUSG00000088773.1	0	0	0	0	0	0	0	0
ENSMUSG00000088530.1	0	0	0	0	0	0	0	0
ENSMUSG00000083482.1	8	10	9	4	10	5	14	5
ENSMUSG00000081697.1	0	0	0	0	0	0	0	0
ENSMUSG00000084202.1	0	0	0	0	0	0	0	0
ENSMUSG00000082517.1	0	0	0	0	0	0	0	0
ENSMUSG00000081622.1	1	5	2	5	4	1	4	14
ENSMUSG00000025246.13	288	551	515	184	130	300	334	1070
ENSMUSG00000088278.1	0	0	0	0	0	0	0	0
ENSMUSG00000087152.3	0	0	0	0	0	0	0	0
ENSMUSG00000081358.1	0	0	0	0	0	0	0	0
ENSMUSG00000082842.1	0	0	0	0	0	0	0	0
ENSMUSG00000081164.1	13	10	10	10	17	2	18	31
ENSMUSG00000035725.13	30	180	173	14	19	47	58	70
ENSMUSG00000085973.1	0	0	0	0	0	0	0	0
ENSMUSG00000000003.15	0	0	0	0	0	0	0	0
ENSMUSG00000079522.2	0	0	0	0	0	0	0	0
ENSMUSG00000044121.3	0	0	0	0	0	0	0	0
ENSMUSG00000082635.2	0	0	0	0	0	0	0	0
ENSMUSG00000081781.1	1	0	0	1	0	0	2	0
ENSMUSG00000080890.1	0	0	0	0	0	0	0	0
ENSMUSG00000067684.1	0	0	0	0	0	0	0	0
ENSMUSG00000079521.2	0	0	0	0	0	0	0	0
ENSMUSG00000067679.3	0	0	0	0	0	0	0	0
ENSMUSG00000079519.2	0	0	0	0	0	0	0	0
ENSMUSG00000083448.1	0	0	0	0	0	0	0	0
ENSMUSG00000035651.7	0	0	0	0	0	0	0	0
ENSMUSG00000083927.1	0	0	0	0	0	0	0	0
ENSMUSG00000084019.1	0	0	0	0	0	0	0	0
ENSMUSG00000081881.1	0	0	0	0	0	0	0	0
ENSMUSG00000082865.1	0	0	0	0	0	0	0	0
ENSMUSG00000047996.16	20	12	33	56	21	2	0	0
ENSMUSG00000088335.1	0	0	0	0	0	0	0	0
ENSMUSG00000084125.1	0	3	0	0	3	1	1	6
ENSMUSG00000082664.1	0	0	0	0	0	0	0	0
ENSMUSG00000085610.1	0	0	0	0	0	0	0	0
ENSMUSG00000078315.5	0	0	0	0	0	0	0	0
ENSMUSG00000082912.1	0	1	1	0	0	0	0	0
ENSMUSG00000083258.3	6	17	5	4	10	5	8	2
ENSMUSG00000088446.1	0	0	0	0	0	0	0	0
ENSMUSG00000083067.1	0	0	0	0	0	0	0	0
ENSMUSG00000081049.1	46	129	84	33	140	41	99	176
ENSMUSG00000073077.7	0	0	0	0	21	0	10	28
ENSMUSG00000046942.17	0	0	0	0	0	0	0	0
ENSMUSG00000082372.1	0	0	0	0	0	0	0	0
ENSMUSG00000080847.1	1	0	0	0	2	0	0	0
ENSMUSG00000081221.4	0	0	0	0	2	2	0	1
ENSMUSG00000082346.1	0	0	0	0	0	0	0	0
ENSMUSG00000083444.1	0	0	0	0	0	0	0	0
ENSMUSG00000081205.4	0	0	0	0	0	0	0	0
ENSMUSG00000083367.1	19	35	42	23	30	12	43	80
ENSMUSG00000084300.1	0	0	0	0	0	0	0	0
ENSMUSG00000083944.1	0	0	0	0	0	0	0	0
ENSMUSG00000025666.16	5	0	35	0	0	0	0	0
ENSMUSG00000083637.1	0	0	0	0	0	0	0	0
ENSMUSG00000060673.2	0	0	0	0	0	0	0	0
ENSMUSG00000082319.3	6	6	27	4	11	8	10	11
ENSMUSG00000089040.1	0	0	0	0	0	0	0	0
ENSMUSG00000064781.2	0	0	0	0	0	0	0	0
ENSMUSG00000083113.1	0	0	0	0	0	0	0	0
ENSMUSG00000064740.1	0	0	0	0	0	0	0	0
ENSMUSG00000083877.1	0	0	0	0	0	0	0	0
ENSMUSG00000082913.1	0	0	0	0	0	0	0	0
ENSMUSG00000077674.1	0	0	0	0	0	0	0	0
ENSMUSG00000083587.1	0	0	0	0	0	0	0	0
ENSMUSG00000088097.1	0	0	0	0	0	0	0	0
ENSMUSG00000045103.19	12	0	45	0	0	0	0	2
ENSMUSG00000077620.1	0	0	0	0	0	0	0	0
ENSMUSG00000035522.3	0	0	0	0	0	0	0	0
ENSMUSG00000065661.1	0	0	0	0	0	0	0	3
ENSMUSG00000081583.1	0	0	1	0	0	0	0	1
ENSMUSG00000084281.1	0	0	0	0	0	0	0	0
ENSMUSG00000081379.1	0	0	0	0	0	0	0	0
ENSMUSG00000082139.1	0	0	0	0	0	0	0	0
ENSMUSG00000035491.5	0	0	0	0	0	0	0	0
ENSMUSG00000083839.1	0	0	0	0	0	0	0	0
ENSMUSG00000035476.9	1	0	0	0	16	3	0	85
ENSMUSG00000106312.1	0	0	29	0	0	2	0	0
ENSMUSG00000025059.16	0	0	5	1	97	1	5	112
ENSMUSG00000081933.1	0	0	0	0	0	0	0	0
ENSMUSG00000087232.1	0	0	0	0	0	0	0	0
ENSMUSG00000084340.1	0	0	0	0	0	0	0	0
ENSMUSG00000081212.1	0	0	0	1	2	0	0	0
ENSMUSG00000081452.1	0	0	0	0	0	0	0	0
ENSMUSG00000078314.2	0	0	0	0	0	0	0	0
ENSMUSG00000025058.4	1	0	0	0	5	44	0	171
ENSMUSG00000080266.2	0	0	0	0	0	0	0	0
