Geneid	WT1	WT2	WT3	WT4	KO1	KO2	KO3	KO4
ENSMUSG00000092852.1	0	0	0	0	0	0	0	0
ENSMUSG00000042111.9	256	471	1148	487	1380	366	1178	1070
ENSMUSG00000101711.1	0	0	0	0	0	0	0	0
ENSMUSG00000026127.13	891	19	886	779	1175	455	1478	1585
ENSMUSG00000026126.15	794	785	919	303	506	187	485	690
ENSMUSG00000100280.2	81	52	117	42	164	45	59	119
ENSMUSG00000101223.6	25	1	0	0	0	0	0	0
ENSMUSG00000026125.9	0	0	0	0	0	0	0	0
ENSMUSG00000101116.1	0	0	0	0	0	0	0	0
ENSMUSG00000026124.4	0	0	0	0	0	0	52	49
ENSMUSG00000101803.1	0	0	0	0	0	0	0	0
ENSMUSG00000037529.13	0	0	0	0	0	0	0	0
ENSMUSG00000045815.4	0	0	0	0	0	0	0	0
ENSMUSG00000045174.10	0	0	0	0	0	0	0	0
ENSMUSG00000100524.1	0	0	0	0	0	0	0	0
ENSMUSG00000102499.1	0	0	0	0	0	0	0	0
ENSMUSG00000103521.1	0	0	0	0	0	0	0	0
ENSMUSG00000104098.1	0	0	0	0	0	0	0	0
ENSMUSG00000037509.21	87	295	0	0	0	1	0	0
ENSMUSG00000102537.1	0	0	0	0	0	0	0	0
ENSMUSG00000102612.1	0	0	0	0	0	0	0	0
ENSMUSG00000118272.1	0	0	0	0	0	0	0	0
ENSMUSG00000104002.2	0	0	0	0	0	0	0	0
ENSMUSG00000037503.12	345	1013	536	117	781	224	159	687
ENSMUSG00000104358.1	0	0	0	0	0	0	0	0
ENSMUSG00000026123.11	124	9	191	112	485	17	313	273
ENSMUSG00000103716.1	0	0	0	0	0	0	0	0
ENSMUSG00000103548.1	0	2	0	1	0	0	0	2
ENSMUSG00000103760.1	0	0	0	0	0	0	0	0
ENSMUSG00000103997.1	0	0	0	0	0	0	0	0
ENSMUSG00000077231.1	0	0	0	0	0	0	0	0
ENSMUSG00000104417.1	0	0	0	0	0	0	0	0
ENSMUSG00000064601.1	0	0	0	0	0	0	0	0
ENSMUSG00000101714.1	0	0	0	0	0	0	0	0
ENSMUSG00000102531.1	0	0	0	0	0	0	0	0
ENSMUSG00000103096.1	0	0	0	0	0	0	0	0
ENSMUSG00000102279.1	0	0	0	0	0	0	0	0
ENSMUSG00000103708.1	0	0	0	0	0	0	0	0
ENSMUSG00000104201.1	0	0	0	0	0	0	0	0
ENSMUSG00000102434.1	0	0	0	0	0	0	0	0
ENSMUSG00000045216.7	75	2	0	120	31	80	146	92
ENSMUSG00000104523.1	0	0	0	0	0	0	0	0
ENSMUSG00000102202.1	1	0	0	0	59	1	61	0
ENSMUSG00000037470.14	3	333	331	46	179	231	82	496
ENSMUSG00000098752.1	0	0	0	0	0	0	0	0
ENSMUSG00000047180.8	584	789	359	218	852	169	551	379
ENSMUSG00000037447.16	469	8	206	3	3	144	4	419
ENSMUSG00000102762.1	0	0	0	0	0	0	0	0
ENSMUSG00000010453.12	32	503	659	225	334	154	61	391
ENSMUSG00000098680.1	0	0	0	0	0	0	0	0
ENSMUSG00000037432.15	1	69	0	0	0	58	0	0
ENSMUSG00000001143.13	5	2	235	59	29	198	353	257
ENSMUSG00000037408.10	165	7	1364	122	70	107	237	336
ENSMUSG00000104316.1	0	0	0	0	0	0	0	0
ENSMUSG00000106081.1	0	0	0	0	0	0	0	0
ENSMUSG00000001138.13	0	7	356	70	865	11	73	91
ENSMUSG00000102845.1	0	0	0	0	0	0	0	0
ENSMUSG00000067653.12	0	0	4	35	0	6	13	0
ENSMUSG00000109510.1	0	0	0	0	0	0	0	0
ENSMUSG00000079610.9	60	501	33	110	1	18	91	61
ENSMUSG00000026121.13	0	0	0	0	0	0	0	0
ENSMUSG00000087589.3	0	0	0	0	0	0	0	0
ENSMUSG00000046337.17	0	0	0	0	0	0	0	0
ENSMUSG00000089906.1	0	0	0	0	0	0	1	0
ENSMUSG00000077939.1	0	0	0	0	0	0	0	0
ENSMUSG00000061518.11	1649	740	2100	1382	4425	1177	2815	3982
ENSMUSG00000037351.9	183	902	317	139	621	317	372	321
ENSMUSG00000102416.4	0	0	0	0	0	0	0	0
ENSMUSG00000104237.1	0	0	0	0	0	0	0	0
ENSMUSG00000026117.10	0	0	0	0	0	0	0	177
ENSMUSG00000097291.1	0	0	0	0	0	0	0	0
ENSMUSG00000026116.11	50	300	240	226	206	331	167	431
ENSMUSG00000103016.1	0	0	0	0	0	0	0	0
ENSMUSG00000102930.1	102	269	436	45	63	77	75	111
ENSMUSG00000103159.1	0	0	0	0	0	0	0	0
ENSMUSG00000080054.3	9	9	7	11	11	2	9	7
ENSMUSG00000095944.1	0	0	0	0	0	0	0	0
ENSMUSG00000050122.19	0	0	0	0	0	2	0	0
ENSMUSG00000103603.1	0	0	0	0	0	0	0	0
ENSMUSG00000026114.14	0	0	0	0	0	0	0	0
ENSMUSG00000102231.1	0	0	0	0	0	0	0	0
ENSMUSG00000026113.17	460	349	457	312	1041	282	277	589
ENSMUSG00000086064.1	37	0	0	0	0	30	0	0
ENSMUSG00000102879.1	0	0	0	0	0	0	0	0
ENSMUSG00000026112.7	289	866	16	240	441	260	320	767
ENSMUSG00000026111.15	437	9	640	494	668	386	298	650
ENSMUSG00000026110.15	0	370	4	8	286	120	174	383
ENSMUSG00000103948.1	1	0	0	1	0	0	0	1
ENSMUSG00000087233.1	0	0	1	0	0	7	0	0
ENSMUSG00000026090.16	0	0	0	27	0	0	0	0
ENSMUSG00000089767.1	0	0	0	0	0	0	0	0
ENSMUSG00000104365.1	0	0	0	0	0	0	0	0
ENSMUSG00000102650.1	0	0	0	0	0	0	0	0
ENSMUSG00000060771.15	0	0	4	3	0	0	0	42
ENSMUSG00000097268.1	0	0	0	0	0	0	0	0
ENSMUSG00000037216.5	1	300	90	0	99	5	0	1
ENSMUSG00000026088.15	72	237	173	61	342	103	135	486
ENSMUSG00000026087.11	578	715	935	596	1554	438	952	1872
ENSMUSG00000061584.6	0	0	0	0	0	0	0	0
ENSMUSG00000087374.1	0	0	0	0	0	0	0	0
ENSMUSG00000026085.11	0	0	0	0	0	0	0	0
ENSMUSG00000089141.1	0	0	0	0	0	0	0	0
ENSMUSG00000058407.12	360	759	488	280	601	459	600	961
ENSMUSG00000026083.12	486	377	925	409	1521	439	913	1228
ENSMUSG00000026082.11	5	314	0	28	116	4	30	37
ENSMUSG00000103804.1	0	0	0	0	0	0	0	0
ENSMUSG00000102716.1	0	0	0	0	0	0	0	0
ENSMUSG00000037138.18	100	633	722	138	311	103	73	46
ENSMUSG00000085391.1	0	0	0	1	11	8	3	25
ENSMUSG00000085280.1	0	0	0	0	0	22	0	19
ENSMUSG00000087131.7	90	373	319	64	38	113	159	92
ENSMUSG00000102984.1	0	0	1	3	0	0	0	10
ENSMUSG00000102541.1	0	0	0	0	0	0	0	0
ENSMUSG00000103531.1	0	0	0	0	0	0	0	0
ENSMUSG00000048814.11	0	286	0	1	1	0	0	0
ENSMUSG00000026080.13	191	5	0	0	1	1	139	2
ENSMUSG00000103647.1	0	1	0	2	0	0	0	0
ENSMUSG00000102447.1	0	0	0	0	0	0	1	0
ENSMUSG00000067604.8	0	0	0	0	0	0	0	0
ENSMUSG00000026078.10	300	535	306	172	241	224	411	177
ENSMUSG00000103046.1	1	0	0	25	0	0	0	24
ENSMUSG00000104188.1	0	0	0	0	0	0	0	0
ENSMUSG00000103182.1	0	0	0	0	0	0	0	0
ENSMUSG00000098833.1	0	0	0	0	0	0	0	0
ENSMUSG00000026077.15	0	0	0	0	0	0	0	0
ENSMUSG00000092553.1	0	0	0	0	0	0	0	0
ENSMUSG00000092563.1	1	0	0	0	2	0	0	3
ENSMUSG00000073702.11	1989	2556	3985	1504	4284	1398	3775	3930
ENSMUSG00000003134.10	130	111	0	4	0	4	419	149
ENSMUSG00000102607.1	0	0	0	0	0	0	0	0
ENSMUSG00000065629.2	0	0	0	0	0	0	0	0
ENSMUSG00000104827.1	0	0	0	0	0	0	0	0
ENSMUSG00000003135.15	19	1	299	4	0	29	2	31
ENSMUSG00000085894.1	0	0	0	0	0	0	0	0
ENSMUSG00000077704.1	0	0	0	23	0	4	0	0
ENSMUSG00000048234.13	2	0	0	40	83	3	61	38
ENSMUSG00000064936.1	0	36	0	0	0	0	0	0
ENSMUSG00000102471.1	0	0	0	0	0	0	0	0
ENSMUSG00000050967.5	0	0	0	0	0	0	0	0
ENSMUSG00000097083.1	0	0	0	0	0	0	0	0
ENSMUSG00000057173.8	0	0	0	0	0	0	50	1
ENSMUSG00000091937.3	0	0	0	0	0	0	0	0
ENSMUSG00000101634.6	0	0	0	0	0	0	0	0
ENSMUSG00000026074.15	153	125	136	104	73	32	247	168
ENSMUSG00000102985.1	0	0	0	0	0	0	0	0
ENSMUSG00000026073.13	1	0	152	1	0	0	0	0
ENSMUSG00000097899.2	0	0	0	0	35	0	0	0
ENSMUSG00000102975.1	0	0	0	0	0	0	0	0
ENSMUSG00000026072.12	78	0	77	66	0	1	1	1
ENSMUSG00000103560.1	1	0	0	0	0	0	0	66
ENSMUSG00000070942.8	0	0	0	0	0	1	76	4
ENSMUSG00000103230.1	0	0	0	0	0	0	0	0
ENSMUSG00000026069.15	75	4	245	165	632	97	53	12
ENSMUSG00000026070.15	4	100	212	0	1	0	0	3
ENSMUSG00000026068.11	185	10	0	6	0	45	0	165
ENSMUSG00000104441.1	0	0	0	0	0	0	0	0
ENSMUSG00000026065.8	0	0	0	0	0	0	0	0
ENSMUSG00000102676.1	0	0	0	0	0	0	0	0
ENSMUSG00000026062.12	0	0	0	0	0	0	0	0
ENSMUSG00000103679.1	0	0	0	0	0	0	0	0
ENSMUSG00000103270.1	45	1	0	0	0	0	0	24
ENSMUSG00000041945.12	102	0	0	0	78	1	0	0
ENSMUSG00000079588.3	0	0	0	0	0	0	0	0
ENSMUSG00000094136.2	0	0	0	0	0	0	0	0
ENSMUSG00000104072.1	0	0	0	0	0	0	0	0
ENSMUSG00000100185.1	0	0	0	0	0	0	0	0
ENSMUSG00000100832.1	0	0	0	0	0	0	0	0
ENSMUSG00000100178.1	0	0	0	0	0	0	0	0
ENSMUSG00000101877.1	0	0	0	0	0	0	0	0
ENSMUSG00000053640.2	0	0	0	0	0	0	0	0
ENSMUSG00000101919.1	0	0	0	0	0	0	0	0
ENSMUSG00000101299.2	0	0	0	0	0	0	0	0
ENSMUSG00000100180.1	0	0	0	0	0	0	0	0
ENSMUSG00000103106.1	0	0	0	0	0	0	0	0
ENSMUSG00000060424.14	0	0	0	0	0	0	0	0
ENSMUSG00000104199.1	0	0	0	0	0	0	0	0
ENSMUSG00000045515.4	0	0	0	0	0	0	0	0
ENSMUSG00000093436.6	0	0	0	0	0	0	0	0
ENSMUSG00000097063.3	0	0	0	0	0	0	0	0
ENSMUSG00000099784.1	0	0	0	0	0	0	0	0
ENSMUSG00000060679.14	424	365	388	377	1438	252	759	1141
ENSMUSG00000077448.1	0	0	0	0	0	0	0	0
ENSMUSG00000041907.9	0	0	85	24	3	21	1	39
ENSMUSG00000089088.1	0	0	0	0	0	0	0	0
ENSMUSG00000070939.9	9	3	5	89	0	10	40	41
ENSMUSG00000100269.1	0	0	0	0	0	0	0	0
ENSMUSG00000041878.3	0	0	0	0	0	0	0	0
ENSMUSG00000010290.7	143	5	0	45	113	5	63	123
ENSMUSG00000008136.14	0	0	0	0	0	0	0	0
ENSMUSG00000094497.1	3	3	7	9	4	3	13	20
ENSMUSG00000099576.1	0	0	0	0	0	0	0	0
ENSMUSG00000099694.1	0	0	0	0	0	0	0	0
ENSMUSG00000101923.1	0	0	0	0	0	0	0	0
ENSMUSG00000066877.11	11	37	23	17	77	50	11	164
ENSMUSG00000103422.1	26	0	0	0	0	1	0	0
ENSMUSG00000103945.1	84	72	92	21	116	3	164	37
ENSMUSG00000026051.8	0	0	0	0	0	0	0	0
ENSMUSG00000100764.1	0	0	0	0	0	4	0	0
ENSMUSG00000100635.1	0	0	0	0	0	0	0	0
ENSMUSG00000100480.1	0	0	0	0	0	0	0	0
ENSMUSG00000057363.12	0	1	101	53	280	46	53	30
ENSMUSG00000090243.1	4	1	1	2	2	0	5	9
ENSMUSG00000100701.1	11	17	21	7	13	9	21	41
ENSMUSG00000101395.1	0	0	0	0	0	0	0	0
ENSMUSG00000088848.1	0	0	0	0	0	0	0	0
ENSMUSG00000095757.1	0	0	0	0	0	0	0	0
ENSMUSG00000041763.14	101	3	356	115	450	125	145	510
ENSMUSG00000047343.4	0	0	0	0	0	0	0	0
ENSMUSG00000090106.1	0	0	0	0	0	0	0	0
ENSMUSG00000091844.2	0	0	0	0	0	6	0	0
ENSMUSG00000026049.11	113	234	417	104	514	114	275	665
ENSMUSG00000101104.6	0	0	0	0	0	0	0	0
ENSMUSG00000026047.13	358	117	422	188	618	214	317	1071
ENSMUSG00000041684.11	3	1	1	6	58	12	15	0
ENSMUSG00000026048.16	60	247	0	46	5	2	104	69
ENSMUSG00000046828.3	0	0	0	0	0	0	0	0
ENSMUSG00000089703.1	0	0	0	0	0	0	0	0
ENSMUSG00000100966.1	0	0	0	0	0	0	0	0
ENSMUSG00000100769.1	0	0	0	0	0	0	0	0
ENSMUSG00000101567.1	2	0	0	3	3	0	6	8
ENSMUSG00000056870.9	0	1	1	1	0	2	0	77
ENSMUSG00000102319.1	0	0	0	0	0	0	0	0
ENSMUSG00000089877.1	0	0	0	0	0	0	0	0
ENSMUSG00000101701.1	0	0	0	0	0	0	0	0
ENSMUSG00000103071.1	0	0	0	0	0	0	0	0
ENSMUSG00000100434.1	0	0	0	0	0	0	0	0
ENSMUSG00000100013.1	0	0	0	0	0	0	0	0
ENSMUSG00000101251.1	0	0	0	0	0	0	0	0
ENSMUSG00000101937.1	0	0	0	0	0	0	0	0
ENSMUSG00000026043.18	0	0	0	0	0	0	0	0
ENSMUSG00000105211.1	0	0	0	0	0	0	0	0
ENSMUSG00000026042.16	0	0	0	0	0	0	0	0
ENSMUSG00000104476.1	0	0	0	0	0	0	0	0
ENSMUSG00000100218.1	0	0	0	0	0	0	0	0
ENSMUSG00000100361.1	0	0	1	0	1	1	0	4
ENSMUSG00000100894.1	0	0	0	0	0	0	0	0
ENSMUSG00000095121.1	0	0	0	0	0	0	0	0
ENSMUSG00000065255.1	0	0	0	0	0	0	0	0
ENSMUSG00000100843.1	0	0	0	0	0	0	0	0
ENSMUSG00000087764.1	0	0	0	0	0	0	0	0
ENSMUSG00000025995.16	129	74	729	493	795	181	632	464
ENSMUSG00000099850.1	0	0	0	0	0	0	0	0
ENSMUSG00000084817.3	29	86	81	33	61	19	94	79
ENSMUSG00000098549.1	0	0	0	0	1	0	0	3
ENSMUSG00000099381.1	0	0	0	0	0	0	0	0
ENSMUSG00000025993.10	163	3	114	60	558	84	224	163
ENSMUSG00000099946.1	0	0	0	0	0	0	0	0
ENSMUSG00000070896.2	0	0	0	0	0	0	0	0
ENSMUSG00000090682.4	0	0	0	0	0	0	0	0
ENSMUSG00000044457.8	0	0	0	0	0	0	0	0
ENSMUSG00000099432.1	1	0	0	0	0	1	4	0
ENSMUSG00000041144.12	0	0	0	0	0	0	0	0
ENSMUSG00000096047.1	0	0	0	0	0	0	0	0
ENSMUSG00000101262.1	48	19	39	34	40	18	80	111
ENSMUSG00000101337.6	0	0	0	0	0	0	0	0
ENSMUSG00000025986.6	97	3	0	126	284	105	50	264
ENSMUSG00000100213.1	0	57	20	0	0	0	23	2
ENSMUSG00000103129.1	0	0	0	0	0	0	0	0
ENSMUSG00000100160.1	0	0	0	0	0	0	0	1
ENSMUSG00000101921.1	0	0	0	0	0	0	0	0
ENSMUSG00000101447.1	0	0	0	0	0	0	0	0
ENSMUSG00000081185.1	3	1	1	0	0	1	4	2
ENSMUSG00000103246.1	0	0	0	0	0	0	0	0
ENSMUSG00000098876.1	0	0	0	0	0	0	0	0
ENSMUSG00000100530.1	0	0	0	0	0	0	0	0
ENSMUSG00000104067.1	0	0	0	0	0	0	0	0
ENSMUSG00000100033.1	92	33	71	47	66	34	121	220
ENSMUSG00000094968.1	0	0	0	0	0	0	0	0
ENSMUSG00000088017.1	0	0	0	0	0	0	0	0
ENSMUSG00000101996.1	0	0	0	0	0	0	0	0
ENSMUSG00000096973.1	0	0	0	0	0	0	0	0
ENSMUSG00000064943.1	0	0	0	0	0	0	0	0
ENSMUSG00000100866.1	0	0	0	0	0	0	0	0
ENSMUSG00000101721.1	0	0	0	0	0	0	0	0
ENSMUSG00000099376.1	0	0	0	0	0	0	0	0
ENSMUSG00000097883.1	0	0	0	0	0	0	0	0
ENSMUSG00000092790.1	0	0	0	0	0	0	0	0
ENSMUSG00000099698.1	0	0	0	0	0	0	0	0
ENSMUSG00000099454.1	0	0	0	0	0	0	0	0
ENSMUSG00000051616.14	0	0	0	0	0	0	0	0
ENSMUSG00000099627.1	0	0	0	0	0	0	0	0
ENSMUSG00000099577.1	0	0	0	0	0	0	0	0
ENSMUSG00000099882.1	0	0	0	0	0	0	0	0
ENSMUSG00000101760.1	0	0	0	0	0	0	0	0
ENSMUSG00000099608.1	0	0	0	0	0	0	0	0
ENSMUSG00000099864.1	0	0	0	0	0	0	0	0
ENSMUSG00000098249.1	0	0	0	0	0	0	0	0
ENSMUSG00000100451.1	0	0	0	0	0	0	0	0
ENSMUSG00000099941.1	0	0	0	0	0	0	0	0
ENSMUSG00000084531.1	0	0	0	0	0	0	0	0
ENSMUSG00000100816.1	0	0	0	0	0	0	0	0
ENSMUSG00000026109.14	0	0	0	0	0	0	0	0
ENSMUSG00000100671.1	0	0	0	0	0	0	0	0
ENSMUSG00000092906.1	0	0	0	0	0	0	0	0
ENSMUSG00000101242.1	0	0	0	0	0	0	0	0
ENSMUSG00000099924.1	0	0	0	0	0	0	0	0
ENSMUSG00000099625.1	0	0	0	0	0	0	0	0
ENSMUSG00000101799.1	0	0	0	0	0	0	0	0
ENSMUSG00000045954.7	227	329	355	178	60	9	96	16
ENSMUSG00000099741.1	0	0	0	0	0	0	0	0
ENSMUSG00000101702.1	0	0	0	0	0	0	0	0
ENSMUSG00000026107.11	0	226	74	4	0	2	0	158
ENSMUSG00000099413.1	0	0	0	0	0	0	0	0
ENSMUSG00000103424.1	0	0	0	0	0	0	0	0
ENSMUSG00000101741.1	0	0	0	0	0	0	0	0
ENSMUSG00000018417.14	0	0	0	0	0	0	0	0
ENSMUSG00000101724.1	0	0	0	0	0	0	0	0
ENSMUSG00000100313.1	0	0	0	0	0	0	0	0
ENSMUSG00000100696.1	0	0	0	0	0	0	0	0
ENSMUSG00000099135.1	0	0	0	0	0	0	0	0
ENSMUSG00000072324.4	7	7	7	6	9	5	16	28
ENSMUSG00000062939.11	57	229	133	97	13	54	38	227
ENSMUSG00000101628.1	0	0	7	3	0	0	0	0
ENSMUSG00000078291.1	3	4	1	1	0	9	2	13
ENSMUSG00000109599.1	0	0	0	14	0	0	0	0
ENSMUSG00000026104.14	188	819	53	111	211	200	71	216
ENSMUSG00000099569.1	0	0	0	0	0	9	0	0
ENSMUSG00000026103.14	148	232	469	181	87	25	71	402
ENSMUSG00000099648.1	0	0	0	0	0	0	0	0
ENSMUSG00000065192.1	0	0	0	0	0	0	0	0
ENSMUSG00000002881.14	72	261	94	4	331	11	49	13
ENSMUSG00000097833.1	0	0	0	0	0	0	0	0
ENSMUSG00000101501.1	1	0	0	0	0	1	14	12
ENSMUSG00000100120.1	1	0	0	0	0	0	10	30
ENSMUSG00000099878.1	0	0	0	0	0	0	0	0
ENSMUSG00000100007.1	29	34	27	33	23	24	16	52
ENSMUSG00000043015.15	231	5	2	1	35	2	19	18
ENSMUSG00000103630.1	0	0	0	0	0	0	0	0
ENSMUSG00000041439.15	29	186	0	37	281	43	74	36
ENSMUSG00000100302.1	0	0	0	0	0	0	0	0
ENSMUSG00000100230.1	0	0	0	0	0	0	0	0
ENSMUSG00000026102.9	447	5	209	6	1	62	134	56
ENSMUSG00000041426.12	209	85	5	99	292	117	132	317
ENSMUSG00000089802.1	0	0	0	0	0	0	0	0
ENSMUSG00000043629.12	15	0	0	1	0	0	61	96
ENSMUSG00000026100.6	0	0	0	0	0	0	0	0
ENSMUSG00000089334.1	0	0	0	0	0	0	0	0
ENSMUSG00000060715.9	0	0	0	0	0	0	0	0
ENSMUSG00000026098.13	279	74	298	21	151	24	8	206
ENSMUSG00000100763.1	0	37	0	0	0	0	14	1
ENSMUSG00000026097.9	9	214	117	24	110	99	35	235
ENSMUSG00000100679.1	0	0	0	0	0	0	0	0
ENSMUSG00000026096.14	53	2	100	48	158	18	59	161
ENSMUSG00000099913.1	0	0	0	0	0	0	0	0
ENSMUSG00000101838.6	0	0	0	0	0	0	0	0
ENSMUSG00000026095.15	41	2	20	5	77	7	30	37
ENSMUSG00000117809.1	0	0	0	0	0	0	0	0
ENSMUSG00000100267.1	0	0	0	0	0	0	0	0
ENSMUSG00000099450.1	0	0	0	0	0	0	0	0
ENSMUSG00000100069.1	0	0	0	1	0	0	0	2
ENSMUSG00000096141.2	0	0	0	0	0	0	0	0
ENSMUSG00000092657.1	0	0	0	0	0	0	0	0
ENSMUSG00000026094.14	102	258	348	302	241	153	53	179
ENSMUSG00000102405.1	0	0	0	0	0	0	0	0
ENSMUSG00000042807.15	0	0	0	0	0	0	0	0
ENSMUSG00000098443.1	0	0	0	0	0	0	0	0
ENSMUSG00000087949.1	0	0	0	0	0	0	0	0
ENSMUSG00000102868.1	0	0	0	0	0	0	0	0
ENSMUSG00000094013.1	0	0	0	0	0	0	0	0
ENSMUSG00000025983.11	0	0	0	0	0	22	0	0
ENSMUSG00000041303.7	159	213	151	220	288	147	141	298
ENSMUSG00000109809.1	0	0	0	0	0	0	0	0
ENSMUSG00000073678.4	16	0	0	0	0	0	0	0
ENSMUSG00000104136.1	0	0	0	0	0	0	0	0
ENSMUSG00000101130.1	0	0	0	0	0	0	0	0
ENSMUSG00000052331.14	45	2	197	56	172	117	45	448
ENSMUSG00000101674.6	0	0	0	0	0	0	0	0
ENSMUSG00000102503.1	0	0	0	0	0	0	0	0
ENSMUSG00000089245.1	0	0	0	13	0	4	0	0
ENSMUSG00000102642.1	7	1	1	1	0	1	26	82
ENSMUSG00000025982.13	2189	3613	4125	1429	3350	1557	2222	4554
ENSMUSG00000103030.1	0	0	0	0	0	0	0	0
ENSMUSG00000025981.13	36	219	134	1	290	7	0	17
ENSMUSG00000101122.1	1	1	0	0	0	0	1	10
ENSMUSG00000025980.14	1196	669	1577	1033	3425	941	1734	3471
ENSMUSG00000073676.4	845	511	1493	869	3936	603	1504	2526
ENSMUSG00000100736.1	0	0	3	0	0	0	0	0
ENSMUSG00000089670.1	0	4	0	0	0	1	0	2
ENSMUSG00000025979.13	80	5	654	108	209	49	135	364
ENSMUSG00000061863.6	31	19	26	7	40	11	36	34
ENSMUSG00000025978.14	0	0	0	0	0	0	0	0
ENSMUSG00000097649.2	0	0	0	0	0	0	0	0
ENSMUSG00000046994.9	91	575	143	1	440	148	9	408
ENSMUSG00000025977.15	0	0	0	0	0	0	0	0
ENSMUSG00000100215.1	8	25	14	9	21	2	8	29
ENSMUSG00000101945.1	0	0	0	1	3	2	1	0
ENSMUSG00000101085.1	0	0	0	0	0	0	0	0
ENSMUSG00000038349.10	1	26	3	19	31	0	49	13
ENSMUSG00000102145.1	0	0	0	84	18	1	34	196
ENSMUSG00000100309.1	0	0	0	0	0	0	0	0
ENSMUSG00000102831.1	0	0	0	0	0	0	0	1
ENSMUSG00000099950.1	0	0	0	0	0	0	0	0
ENSMUSG00000102491.1	0	0	0	0	0	0	0	0
ENSMUSG00000100372.1	0	0	0	0	0	0	0	0
ENSMUSG00000100944.1	5	2	2	1	2	2	0	2
ENSMUSG00000101332.1	0	0	0	0	0	0	0	0
ENSMUSG00000045336.5	0	0	0	0	0	0	0	0
ENSMUSG00000038331.15	0	0	0	0	0	0	0	0
ENSMUSG00000087022.4	0	0	0	0	0	0	0	0
ENSMUSG00000104310.1	0	0	0	0	0	0	0	0
ENSMUSG00000094128.1	0	0	0	0	0	0	0	0
ENSMUSG00000099945.1	0	0	0	0	0	0	0	0
ENSMUSG00000101429.1	0	0	0	0	0	0	0	0
ENSMUSG00000101129.1	0	0	0	0	0	0	0	0
ENSMUSG00000097519.2	106	0	0	0	0	0	22	0
ENSMUSG00000038323.3	0	0	24	47	2	1	0	16
ENSMUSG00000048495.16	0	0	140	5	30	38	151	54
ENSMUSG00000025971.6	34	0	2	52	259	88	11	174
ENSMUSG00000077776.1	0	0	0	0	0	0	0	0
ENSMUSG00000088353.1	0	0	0	0	0	0	0	0
ENSMUSG00000101826.1	0	0	0	0	0	0	0	0
ENSMUSG00000102685.1	0	0	0	0	0	0	0	0
ENSMUSG00000101151.1	0	0	0	0	0	0	0	0
ENSMUSG00000038305.15	0	0	0	7	77	0	0	129
ENSMUSG00000091283.1	0	0	0	0	0	0	0	0
ENSMUSG00000054770.16	2	3	116	16	4	21	6	0
ENSMUSG00000026039.9	80	0	167	37	32	31	24	124
ENSMUSG00000063558.4	0	0	0	0	0	0	0	0
ENSMUSG00000064294.12	0	0	0	0	0	0	0	0
ENSMUSG00000089275.1	0	0	0	0	0	0	0	0
ENSMUSG00000038242.12	1	0	0	31	0	0	0	0
ENSMUSG00000089822.1	0	0	0	0	0	0	0	0
ENSMUSG00000079554.2	0	0	0	0	4	0	0	0
ENSMUSG00000103839.1	0	0	2	0	3	0	0	15
ENSMUSG00000051223.14	473	365	1401	634	1503	772	903	1392
ENSMUSG00000026034.17	776	1262	2698	656	1421	692	1260	2095
ENSMUSG00000026035.15	199	2	359	73	363	136	282	339
ENSMUSG00000026036.17	107	8	474	364	522	61	310	506
ENSMUSG00000026037.14	325	347	245	322	305	88	156	539
ENSMUSG00000094245.1	0	0	0	0	0	0	0	0
ENSMUSG00000085054.2	0	0	0	0	0	0	0	0
ENSMUSG00000038174.14	22	270	34	15	141	29	15	69
ENSMUSG00000026032.8	267	483	426	250	1071	246	708	1161
ENSMUSG00000100202.1	0	0	0	0	0	0	0	0
ENSMUSG00000099490.1	0	0	0	0	0	0	0	0
ENSMUSG00000059647.5	0	0	1	1	0	0	1	2
ENSMUSG00000047528.13	0	0	0	0	0	23	1	0
ENSMUSG00000102059.1	34	231	89	48	86	111	120	170
ENSMUSG00000101046.1	0	0	0	0	0	0	0	0
ENSMUSG00000026031.15	431	366	361	133	181	40	225	409
ENSMUSG00000100236.1	0	0	0	0	0	0	0	0
ENSMUSG00000026029.14	164	725	1260	258	314	279	555	1258
ENSMUSG00000102719.1	0	1	0	0	2	13	38	17
ENSMUSG00000099719.1	0	0	0	0	0	1	0	0
ENSMUSG00000026028.12	40	320	230	117	503	32	166	97
ENSMUSG00000026027.13	221	439	100	0	203	123	283	339
ENSMUSG00000072295.7	0	0	0	0	0	0	0	0
ENSMUSG00000047383.8	0	0	0	0	0	0	0	0
ENSMUSG00000099752.1	0	0	0	0	0	0	0	0
ENSMUSG00000077616.1	0	0	0	0	0	0	0	0
ENSMUSG00000038079.14	200	4	150	175	2	44	47	1
ENSMUSG00000097573.2	0	0	62	0	0	16	0	32
ENSMUSG00000079550.9	0	0	0	5	0	0	0	0
ENSMUSG00000101586.1	0	0	0	0	0	0	0	0
ENSMUSG00000099563.1	0	0	0	0	0	0	0	0
ENSMUSG00000026024.14	19	0	95	0	0	19	0	189
ENSMUSG00000026023.16	0	0	0	0	0	0	0	0
ENSMUSG00000099922.1	0	0	0	0	0	0	0	0
ENSMUSG00000104502.1	0	0	0	0	0	0	0	0
ENSMUSG00000041075.8	1	0	57	45	239	22	0	96
ENSMUSG00000097819.1	0	0	0	0	0	0	0	0
ENSMUSG00000047361.16	122	255	3	0	1	164	23	60
ENSMUSG00000099811.6	0	0	0	0	0	0	0	0
